transaction_number,customer_number,item_name,sale_amount
14865,2558,FRAPPE,101
20137,7450,ETHIOPIAN HOT COFFEE,90.5
34671,6839,FRAPPE,680.5
13107,8550,FLAVOURED TEA7,249.5
33003,3279,AMERICAN HOT COFFEE,130
987,4537,FOOD98,119.5
26885,502,FOOD18,145.5
28725,1640,MISCELLANEOUS,188.5
29017,2052,COMBO1,184
6219,7307,FOOD50,300
19469,2409,TOPPING SYRUPS,109
6795,3731,MISCELLANEOUS,148.5
33017,9151,FOOD36,180
3657,1774,CHEESE SLICE,272.5
16571,3087,CHEESE SLICE,222.5
23221,5054,COMBO45,245.5
21199,8880,FLAVOURED HTO COFFEE,251
32831,9966,FOOD67,86
10243,10171,FRAPPE,101
28595,1026,LATTE HOT COFFEE,21
25531,4788,ADD ON ESPRESSO,439
34143,8135,AMERICAN HOT COFFEE,86.5
14659,10182,MISCELLANEOUS,1173
22227,3861,AMERICAN HOT COFFEE,367.5
21641,3251,AMERICAN HOT COFFEE,77
8463,1612,FLAVOURED FRAPPE,322
22865,3146,FRAPPE,200.5
545,8811,TOPPING SYRUPS,207
14241,10261,ADD ON ESPRESSO,328
27503,45,HOT CAPPUCCINO,99
9195,6785,AMERICAN HOT COFFEE,66.5
1897,7381,AMERICAN HOT COFFEE,115.5
4827,653,FLAVOURED TEA12,331.5
28873,4691,HOT CAPPUCCINO,230
21127,4816,AMERICAN HOT COFFEE,133.5
23009,8401,FRAPPE,0
11433,7824,MISCELLANEOUS,80
28069,4855,FOOD101,193
34067,9894,AMERICAN HOT COFFEE,115.5
26217,7939,FLAVOURED TEA6,791.5
18549,5948,VANILLA ICE CREAMS,790.5
7219,6012,MISCELLANEOUS,172
21633,9862,FRAPPE,219.5
26889,2965,HOT CAPPUCCINO,132
19093,2148,FLAVOURED TEA5,357
32303,7881,AMERICAN HOT COFFEE,128
15515,1997,FRAPPE,120
7267,4505,VANILLA ICE CREAMS,493
5509,7119,FRAPPE,154
3181,7283,MISCELLANEOUS,69
30685,2307,COMBO50,1158.5
28355,5117,CHEESE SLICE,378
9545,3435,FLAVOURED HTO COFFEE,219.5
12367,9286,MILKSHAKE,156.5
5237,2993,TOPPING SYRUPS,51.5
20507,172,MILKSHAKE,55
14505,1112,FOOD109,304
21493,2239,AMERICAN HOT COFFEE,140
2401,2720,MILKSHAKE,240
33061,3507,REGULAR HOT COFFEE,453.5
34023,7042,AMERICAN HOT COFFEE,176
12857,2025,MILKSHAKE,20.5
8213,8461,ARABIAN HOT COFFEE,288.5
12099,8484,FOOD52,654.5
24713,2782,COMBO34,453.5
31037,641,DARK COLD COFFEE,224.5
5783,4644,FOOD133,427.5
5377,6590,FOOD92,293
11009,2309,CHEESE SLICE,414
18813,3324,LATTE HOT COFFEE,315.5
6515,534,FRAPPE,173.5
6447,7603,MISCELLANEOUS,418
29303,1072,ICE CREAM6,445.5
5973,8557,MISCELLANEOUS,294
25135,8211,FLAVOURED TEA3,177
26949,10484,ARABIAN HOT COFFEE,254.5
2207,1961,CHEESE SLICE,94.5
8127,8430,FLAVOURED TEA9,294
13019,6116,COMBO6,198
29965,8369,LATTE HOT COFFEE,361
22959,10163,#N/A,565
13295,9463,MISCELLANEOUS,2699.5
24897,8331,CHOCOLATE ICE CREAMS,470.5
33385,6730,AMERICAN HOT COFFEE,65
15493,3318,CRUNCHY FRAPPE,82
19581,3323,MISCELLANEOUS,341.5
8617,5935,CHEESE SLICE,305.5
2799,354,TOPPING SYRUPS,292.5
12259,4614,REGULAR HOT COFFEE,204.5
16707,2309,FLAVOURED TEA5,373
30437,1220,FRAPPE,317.5
17859,8671,LATTE HOT COFFEE,133
25665,4424,AMERICAN HOT COFFEE,114
11285,8456,TOPPING SYRUPS,547
29029,754,TOPPING SYRUPS,211.5
7621,9600,ARABIAN HOT COFFEE,18.5
26497,272,DARK COLD COFFEE,318
13341,7612,VANILLA ICE CREAMS,583
16557,7292,FLAVOURED TEA11,526
32655,5108,MISCELLANEOUS,199.5
22017,2718,MISCELLANEOUS,72.5
26339,188,CHEESE SLICE,1136
4445,2424,CHEESE SLICE,496
20377,9832,MISCELLANEOUS,97
15777,4875,FRAPPE,342
28061,2375,FILTER COFFEE,58
1099,2931,ESPRESSO HOT COFFEE,51.5
3523,668,FOOD87,155
19367,8392,LATTE HOT COFFEE,239.5
5309,8492,FOOD62,398.5
28253,4033,ESPRESSO HOT COFFEE,38.5
6217,9633,AMERICAN HOT COFFEE,165.5
27183,8259,FRAPPE,258.5
555,6458,MISCELLANEOUS,488
34269,5521,AMERICAN HOT COFFEE,242.5
2405,8174,MILKSHAKE,191.5
3449,9357,MISCELLANEOUS,573
20453,2789,AMERICAN HOT COFFEE,26.5
29697,8392,REGULAR HOT COFFEE,136.5
8117,5921,COMBO17,198.5
19543,10399,FLAVOURED TEA13,115.5
13627,8390,#N/A,225
24945,3555,COMBO11,72
25759,1480,FOOD63,178.5
24751,4107,HOT CAPPUCCINO,70.5
28147,7968,MISCELLANEOUS,47
6613,2005,AMERICAN HOT COFFEE,61.5
32313,1306,TOPPING,439.5
24311,10293,FOOD9,496.5
22633,7819,FOOD134,379.5
33401,9569,DARK COLD COFFEE,275
8111,6487,FRAPPE,75.5
5909,2309,FRAPPE,676.5
1197,5089,WHIPPED CREAM,573.5
6727,3551,FLAVOURED HTO COFFEE,66.5
24955,4446,MISCELLANEOUS,294
31863,6500,AMERICAN HOT COFFEE,58
30749,4846,COOL BLUE,317.5
9699,9887,ADD ON ESPRESSO,256
8627,2282,FOOD99,271
7135,6055,CHOCOLATE ICE CREAMS,395.5
23989,7550,FOOD9,115
7717,3324,TOPPING SYRUPS,0
23693,1626,FOOD100,293
30721,6081,LATTE HOT COFFEE,16.5
4503,8764,VANILLA ICE CREAMS,230
7415,1745,HOT CAPPUCCINO,383.5
31595,4865,FRAPPE,1157.5
15999,5387,FRAPPE,151
11157,1633,DARK COLD COFFEE,212
19201,473,CHEESE SLICE,362.5
29149,1218,ADD ON ESPRESSO,81.5
4663,2574,CHEESE SLICE,2814.5
3353,3926,LATTE HOT COFFEE,236.5
21785,7648,HOT CAPPUCCINO,62.5
24323,26,DARK COLD COFFEE,320.5
17617,7606,FRAPPE,144
1545,3438,ARABIAN HOT COFFEE,73
17731,8054,FOOD117,862.5
6283,667,VANILLA ICE CREAMS,416.5
4679,6158,MISCELLANEOUS,15
28853,1134,FOOD30,230
10897,10702,ITALIAN HOT COFFEE,29.5
31545,9298,MILKSHAKE,52.5
33083,4062,ADD ON TEA,431.5
15683,1299,FRAPPE,371.5
12705,8687,CRUNCHY FRAPPE,153.5
19779,6452,FOOD5,328
14309,46,CHEESE SLICE,317
32885,9030,VANILLA ICE CREAMS,145
25237,7829,FOOD66,215.5
13541,177,MISCELLANEOUS,208
5429,9055,CHEESE SLICE,448
26855,10263,FOOD10,161.5
20147,580,CHEESE SLICE,144.5
33627,3373,MILKSHAKE,130.5
23853,5638,FOOD36,186.5
12509,1623,FRAPPE,75.5
21781,880,FLAVOURED LATTE,204.5
28093,2300,AMERICAN HOT COFFEE,72
1395,9432,FLAVOURED TEA11,58
13565,7083,FOOD9,561
19151,1660,ARABIAN HOT COFFEE,272
7945,10155,ARABIAN HOT COFFEE,235.5
25061,4536,FLAVOURED TEA5,822
30035,1212,FOOD134,345
23573,6197,MISCELLANEOUS,459
3791,7744,FOOD70,555
3573,3563,FRAPPE,757
29165,7851,AMERICAN HOT COFFEE,355.5
13487,6577,#N/A,334
30425,1121,CHEESE SLICE,304.5
24575,5558,CRUNCHY FRAPPE,308
4539,8823,MISCELLANEOUS,227.5
25875,9986,FRAPPE,151
12693,2002,AMERICAN HOT COFFEE,159.5
29817,2805,FRAPPE,218.5
27193,5317,COMBO31,263.5
16599,803,COMBO27,430
22713,94,MISCELLANEOUS,908.5
3711,7296,WHIPPED CREAM,390
4063,9764,CHEESE SLICE,167
4983,8488,FLAVOURED HTO COFFEE,70
32411,3483,CHEESE SLICE,230
15331,9973,MISCELLANEOUS,73.5
4697,1962,AMERICAN HOT COFFEE,58
16095,9741,MISCELLANEOUS,73
31821,5207,VANILLA ICE CREAMS,499
6995,1663,MISCELLANEOUS,237.5
4119,7536,TOPPING SYRUPS,237.5
23679,7405,COMBO1,133.5
22571,6278,AMERICAN HOT COFFEE,169
4711,4712,MISCELLANEOUS,307
34563,4161,MISCELLANEOUS,142.5
11979,9143,COMBO1,453
26683,2893,FRAPPE,158.5
34081,2249,FOOD10,219.5
17461,4175,MILKSHAKE,712
1399,7483,REGULAR HOT COFFEE,297
5357,7839,AMERICAN HOT COFFEE,231
15453,9061,FOOD7,188.5
14707,2274,FRAPPE,463
16841,8269,MISCELLANEOUS,306.5
29319,6536,FOOD7,126
29615,1684,AMERICAN HOT COFFEE,105.5
2243,5373,HOT CAPPUCCINO,551
12909,5395,TOPPING SYRUPS,756
24829,3011,FILTER COFFEE,205
28713,6491,MISCELLANEOUS,342
12911,6144,CHEESE SLICE,507
28261,5121,FLAVOURED TEA1,436
26577,3006,MISCELLANEOUS,90.5
12477,2446,FOOD67,82
11335,5168,FLAVOURED LATTE,414.5
10645,2750,ARABIAN HOT COFFEE,81.5
3301,10036,NEW CAPPUCINO,143.5
1615,7594,MISCELLANEOUS,98
24109,320,COMBO1,140
3681,8101,HOT CHOCOLATE,1078.5
16259,10148,LEMONADE,66.5
20669,725,CHEESE SLICE,362
7623,5513,CHEESE SLICE,701.5
21745,9287,FRAPPE,0
11915,10156,CHEESE SLICE,406
33247,8969,FOOD81,400.5
6243,4286,VANILLA ICE CREAMS,305
4251,940,FOOD5,187.5
24307,1748,TOPPING SYRUPS,205
30515,2288,HOT CAPPUCCINO,244.5
29557,7562,DARK COLD COFFEE,68.5
15983,1951,COOL BLUE,184.5
7047,10689,MILKSHAKE,146
25333,3475,AMERICAN HOT COFFEE,26.5
11241,7599,FOOD122,193.5
21229,10184,HOT CAPPUCCINO,362
13319,652,FOOD36,238.5
8359,8387,FOOD18,769.5
1749,5372,MILKSHAKE,216
28391,2603,FRAPPE,227
31623,5401,MISCELLANEOUS,83
12171,513,CHEESE SLICE,541.5
6605,2429,MISCELLANEOUS,71.5
7811,10570,TOPPING SYRUPS,831.5
12475,9046,MISCELLANEOUS,330.5
27719,8426,MILKSHAKE,424
16225,892,LATTE HOT COFFEE,229.5
21901,6142,FLAVOURED FRAPPE,151
31885,4552,DARK COLD COFFEE,212
29019,10210,COMBO1,109
33403,1240,COMBO17,83.5
33669,734,REGULAR HOT COFFEE,165
13827,803,LEMONADE,520
14373,1739,FLAVOURED TEA12,368
15341,5602,CHEESE SLICE,20.5
3973,3622,MISCELLANEOUS,137
15317,8841,FRAPPE,351.5
11549,8484,FOOD94,695
24599,744,FRAPPE,0
25325,9952,COMBO130,366.5
21335,3132,MISCELLANEOUS,232.5
23833,9556,MISCELLANEOUS,201.5
1453,6154,FILTER COFFEE,215
825,5184,FOOD108,385
27167,8392,FRAPPE,190.5
1663,1333,DARK COLD COFFEE,290
15445,8609,FLAVOURED TEA9,502.5
33753,2143,HOT LATTE,162.5
33065,9233,CHEESE SLICE,180
10549,5027,MILKSHAKE,1205.5
22875,6278,MISCELLANEOUS,509.5
23905,6218,MILKSHAKE,55
34261,2493,MISCELLANEOUS,104
28079,9235,REGULAR HOT COFFEE,60.5
33625,6738,FRAPPE,210
33499,6278,FRAPPE,230.5
16693,1237,FOOD83,264.5
5583,2184,VANILLA ICE CREAMS,248.5
10175,9872,HOT CAPPUCCINO,133.5
5499,8453,MISCELLANEOUS,7
13539,5929,TOPPING SYRUPS,353
30333,2109,FOOD126,486.5
17047,711,AMERICAN HOT COFFEE,307
18749,6516,ADD ON ESPRESSO,85.5
30449,9715,TOPPING SYRUPS,230
34087,6845,ADD ON ESPRESSO,210
7469,1307,HOT CHOCOLATE,264.5
19363,8392,FRAPPE,235
19937,8254,MISCELLANEOUS,170.5
10843,6222,TOPPING SYRUPS,256
14951,2713,TOPPING SYRUPS,219.5
20317,490,#N/A,345
25239,9302,#N/A,139
10867,5680,AMERICAN HOT COFFEE,405
32561,3595,CHOCOLATE ICE CREAMS,422
11631,2439,MISCELLANEOUS,518.5
26713,1772,CHEESE SLICE,243.5
24693,5548,WHIPPED CREAM,280
23835,3500,TOPPING SYRUPS,512.5
30883,5554,MISCELLANEOUS,733
13053,9460,MISCELLANEOUS,231
739,4634,MILKSHAKE,73
12359,4263,LATTE HOT COFFEE,121
31833,8301,HOT CAPPUCCINO,345.5
21459,4228,FLAVOURED TEA12,340
16859,8187,ADD ON ESPRESSO,398
10993,9368,REGULAR HOT COFFEE,66
5401,3493,TOPPING SYRUPS,48
4615,2438,MISCELLANEOUS,209
33647,7814,TOPPING SYRUPS,154.5
4543,4341,MISCELLANEOUS,200.5
10617,6471,HOT CHOCOLATE,257.5
7039,4645,MISCELLANEOUS,112.5
10141,5173,HOT CAPPUCCINO,66.5
4325,8813,LEMONADE,466.5
16135,6953,MISCELLANEOUS,169
9443,10272,FLAVOURED HTO COFFEE,218.5
25187,8422,VANILLA ICE CREAMS,653.5
935,2069,LEMONADE,66.5
23561,8306,FLAVOURED HTO COFFEE,139.5
29075,8429,ARABIAN HOT COFFEE,160
17891,3664,VANILLA ICE CREAMS,479.5
7959,1838,CRUNCHY FRAPPE,75.5
6837,8357,INDIAN COLD COFFEE,438
8169,652,DARK COLD COFFEE,168
20829,4062,FRAPPE,167
8539,1440,ADD ON ESPRESSO,352
11025,3778,MISCELLANEOUS,519
7069,5396,MISCELLANEOUS,398.5
15053,6045,FRAPPE,266.5
12993,4724,MISCELLANEOUS,363
27801,1215,LATTE HOT COFFEE,104.5
28953,6321,WHIPPED CREAM,354.5
34063,3627,WHIPPED CREAM,257.5
7527,7259,COMBO25,139
21065,4055,COMBO13,104
3031,9121,VANILLA ICE CREAMS,193
17409,8565,TOPPING SYRUPS,227
9115,5458,VANILLA ICE CREAMS,265.5
17693,4487,COMBO125,294
18903,7587,AMERICAN HOT COFFEE,115.5
31981,9785,COMBO6,486
29823,3274,FRAPPE,293.5
34471,109,COMBO6,147.5
16453,1765,LEMONADE,377
13637,4771,FILTER COFFEE,132.5
9945,8024,AMERICAN HOT COFFEE,356
5421,9566,AMERICAN HOT COFFEE,231
1699,9849,FOOD72,361.5
14759,9207,FOOD102,214
14387,6285,REGULAR HOT COFFEE,446.5
34385,10259,REGULAR HOT COFFEE,154.5
16275,8487,AMERICAN HOT COFFEE,85.5
5179,3528,TOPPING SYRUPS,133.5
24501,9903,VANILLA ICE CREAMS,139
4501,2555,LATTE HOT COFFEE,256
5191,856,AMERICAN HOT COFFEE,163.5
15027,10467,AMERICAN HOT COFFEE,192
33307,7641,SUPER COLD COFFEE,332.5
14429,801,TOPPING SYRUPS,252.5
29607,3628,TOPPING SYRUPS,148.5
22091,229,FLAVOURED TEA7,132.5
11271,4097,REGULAR HOT COFFEE,66
21181,4187,VANILLA ICE CREAMS,158
22657,6522,COMBO24,208
28073,2120,MISCELLANEOUS,447.5
27821,2597,FOOD92,524
7317,9460,AMERICAN HOT COFFEE,132.5
31109,7153,AMERICAN HOT COFFEE,235
31971,239,FRAPPE,217.5
19551,2536,AMERICAN HOT COFFEE,184.5
17581,1371,MISCELLANEOUS,258.5
4407,10266,FRAPPE,104
7051,8062,VANILLA ICE CREAMS,654
28049,5446,FRAPPE,262.5
1537,7083,ESPRESSO HOT COFFEE,59
19861,58,MISCELLANEOUS,90
34493,5877,HOT LATTE,281
27679,178,FOOD28,433
13521,9451,LATTE HOT COFFEE,237
4163,432,AMERICAN HOT COFFEE,131.5
3745,10073,ARABIAN HOT COFFEE,124
27237,6731,FRAPPE,100.5
6325,6184,REGULAR HOT COFFEE,198.5
13651,5421,VANILLA ICE CREAMS,414.5
16411,326,FRAPPE,416
21223,4535,DARK COLD COFFEE,101
4081,10565,FOOD33,293
6261,3819,VANILLA ICE CREAMS,313.5
5933,1746,MISCELLANEOUS,43.5
20411,1435,COMBO21,176.5
9551,2170,FLAVOURED TEA9,285.5
10961,5143,FLAVOURED TEA5,236
19229,1039,AMERICAN HOT COFFEE,231
22997,6840,FOOD107,175
9281,2214,AMERICAN HOT COFFEE,58
25157,10019,CHEESE SLICE,301.5
5339,2817,#N/A,285
26049,3433,FRAPPE,563.5
8019,5168,FOOD132,588.5
15633,260,MISCELLANEOUS,84.5
33121,8078,WHIPPED CREAM,601
33485,4614,FRAPPE,165
12341,3327,ICE CREAM5,403
1029,4651,ESPRESSO HOT COFFEE,197.5
23651,300,FRAPPE,223
23803,7655,BLUEBERRY SHOT,65
28125,2801,AMERICAN HOT COFFEE,14.5
19207,5138,FOOD5,106.5
19679,8246,TOPPING SYRUPS,200
5007,9427,FRAPPE,209
29725,296,CHEESE SLICE,280.5
33249,9398,TOPPING SYRUPS,245
25881,2782,FRAPPE,296.5
15981,6032,FOOD50,344
31343,683,AMERICAN HOT COFFEE,234.5
32439,7508,VANILLA ICE CREAMS,441
25303,2018,MISCELLANEOUS,170.5
24203,2361,DARK COLD COFFEE,310
11219,10182,FOOD134,471.5
16187,758,AMERICAN HOT COFFEE,164
1571,5266,MILKSHAKE,52.5
12991,9752,FRAPPE,200.5
9417,8018,MISCELLANEOUS,7.5
2913,7666,FRAPPE,364.5
30677,4466,FLAVOURED LATTE,383.5
24917,3311,FOOD10,177
17385,6428,MILKSHAKE,55
7113,2509,FOOD7,157.5
31535,4788,FOOD136,469.5
19483,4077,COMBO7,177.5
923,10273,FRAPPE,184
27565,188,INDIAN COLD COFFEE,291.5
12969,8715,AMERICAN HOT COFFEE,186
9919,1840,COMBO1,147
16721,8269,COMBO1,152.5
31493,6939,MISCELLANEOUS,163
3007,10394,LATTE HOT COFFEE,458.5
34349,7352,FRAPPE,732
28469,3702,HOT LATTE,496
6041,4963,SUPER COLD COFFEE,131.5
9843,7094,MISCELLANEOUS,584.5
16409,1982,MISCELLANEOUS,0
18019,9387,HOT LATTE,275.5
9123,3876,FOOD101,255
10673,3321,ICE CREAM6,524.5
5187,10164,VANILLA ICE CREAMS,140
20385,6822,WHIPPED CREAM,128.5
23301,6198,FRAPPE,80.5
30433,6626,COMBO9,218.5
27017,2209,DARK COLD COFFEE,187
9515,6798,MISCELLANEOUS,437
17785,9629,MISCELLANEOUS,197.5
25867,3476,FOOD69,217.5
30955,960,MISCELLANEOUS,289
5695,2411,AMERICAN HOT COFFEE,139.5
4729,5267,FOOD138,443.5
30295,4745,COMBO25,246
33459,4357,MISCELLANEOUS,282.5
22013,9088,TOPPING SYRUPS,383
10265,1291,FOOD39,269.5
8071,991,HOT CAPPUCCINO,66.5
27427,8947,DARK COLD COFFEE,369
17187,6286,FOOD5,183
9005,6281,FLAVOURED TEA12,58
5517,8146,FOOD119,519.5
5551,4316,FRAPPE,100.5
12837,2880,FOOD7,66
6025,692,MILKSHAKE,73
667,9410,VANILLA ICE CREAMS,232
1381,8438,HOT CAPPUCCINO,203
21229,10184,SUPER COLD COFFEE,62.5
7355,7168,AMERICAN HOT COFFEE,58
5549,3981,COOL BLUE,75
22709,1711,#N/A,90.5
3077,6335,VANILLA ICE CREAMS,638
15911,5077,MISCELLANEOUS,109
27361,10423,FRAPPE,279
31685,4611,FOOD3,299.5
17311,1306,FOOD106,297.5
5497,9203,FLAVOURED HTO COFFEE,139
24017,1912,FLAVOURED TEA5,115.5
16929,2558,SUPER COLD COFFEE,681.5
21209,6506,FRAPPE,215.5
7665,1667,#N/A,359.5
6275,6000,MISCELLANEOUS,182
28103,6423,HOT CAPPUCCINO,118
28895,3321,CHEESE SLICE,622
6779,4228,DARK COLD COFFEE,273
7267,4505,VANILLA ICE CREAMS,10.5
8007,4636,MISCELLANEOUS,161.5
23571,5297,FILTER COFFEE,115.5
34347,4784,FOOD1,82.5
1201,2452,FRAPPE,744
28903,4910,COMBO11,115
25949,4727,CHEESE SLICE,209
16045,322,TOPPING SYRUPS,156.5
18053,4225,REGULAR HOT COFFEE,121
14487,264,MISCELLANEOUS,341.5
24097,4071,MISCELLANEOUS,227
22317,8461,AMERICAN HOT COFFEE,195
15827,8563,TOPPING SYRUPS,308.5
29433,6491,CHEESE SLICE,261
28935,6202,AMERICAN HOT COFFEE,58
29861,4696,FRAPPE,75.5
16291,2752,TOPPING SYRUPS,124
25353,8360,AMERICAN HOT COFFEE,213.5
10451,8169,DARK COLD COFFEE,174
5713,7292,SUPER COLD COFFEE,193
11989,9858,AMERICAN HOT COFFEE,303.5
22843,8215,FILTER COFFEE,396
22009,3653,AMERICAN HOT COFFEE,62
28377,5173,FLAVOURED HTO COFFEE,66.5
30997,8041,FRAPPE,82.5
3583,4730,VEGAN COLD COFFEE,463.5
23437,9401,FOOD36,46.5
34633,1151,WHIPPED CREAM,547.5
5189,1621,FOOD18,307
26673,4628,VANILLA ICE CREAMS,327.5
27949,5113,AMERICAN HOT COFFEE,138
2569,4749,MISCELLANEOUS,274.5
30467,3689,CHOCOLATE ICE CREAMS,763.5
9539,9792,CHOCOLATE ICE CREAMS,113.5
8829,6557,AMERICAN HOT COFFEE,311.5
14071,7266,FLAVOURED TEA1,403
30165,3362,HOT CHOCOLATE,115.5
2393,9135,FRAPPE,227
1583,8061,MISCELLANEOUS,268
34017,2439,MISCELLANEOUS,35.5
18809,6483,MISCELLANEOUS,242
31701,3339,ADD ON ESPRESSO,218
32127,6432,CHEESE SLICE,125
503,6173,FLAVOURED LATTE,284.5
9457,3629,CRUNCHY FRAPPE,266.5
33299,8795,AMERICAN HOT COFFEE,123
29467,2568,MISCELLANEOUS,188
7203,9679,CHEESE SLICE,443.5
27105,8302,TOPPING SYRUPS,587.5
24821,4900,FOOD54,258.5
27315,1682,MISCELLANEOUS,898.5
4345,4830,MISCELLANEOUS,0
33957,3494,FRAPPE,150
30563,127,TOPPING SYRUPS,165.5
10045,10069,FOOD37,402.5
9743,4883,MISCELLANEOUS,510
17595,358,TOPPING SYRUPS,249
17705,5065,MISCELLANEOUS,247
2837,7739,MISCELLANEOUS,464
2831,6486,MISCELLANEOUS,151
11585,4000,MISCELLANEOUS,283
12807,3321,TOPPING SYRUPS,409.5
1341,7852,AMERICAN HOT COFFEE,316
3425,994,COOL BLUE,202.5
23557,3293,DARK COLD COFFEE,346.5
8703,8046,FOOD125,124
29113,8854,COMBO130,205
11021,5715,CHEESE SLICE,206.5
14181,918,AMERICAN HOT COFFEE,133.5
11619,3786,BIG LATTE,241.5
2331,8147,MISCELLANEOUS,669.5
4469,3080,AMERICAN HOT COFFEE,273
5239,3175,MISCELLANEOUS,147
28627,1190,FILTER COFFEE,389
12337,64,REGULAR HOT COFFEE,501.5
23179,1021,FRAPPE,201.5
25211,4305,AMERICAN HOT COFFEE,115.5
29525,7414,TOPPING SYRUPS,276
31799,4848,BRAZILIAN HOT COFFEE,103
16069,8334,FOOD127,260.5
6945,6195,FOOD69,87.5
17739,4522,MISCELLANEOUS,136.5
9753,4751,COMBO34,244
18605,4456,COMBO125,696
7103,190,MISCELLANEOUS,880
12523,9032,FOOD114,669.5
18405,3011,NATURAL DRINK 1,297.5
13623,2010,FRAPPE,424
20389,4717,AMERICAN HOT COFFEE,61.5
28277,9781,TOPPING SYRUPS,192.5
29887,6394,CHEESE SLICE,472
34205,603,TOPPING SYRUPS,148.5
19721,8818,FOOD9,248.5
14371,9451,DARK COLD COFFEE,455
5717,3950,FOOD92,42
15085,698,AMERICAN HOT COFFEE,203
20083,4686,CHEESE SLICE,282
30065,7155,HOT CAPPUCCINO,254
4665,6825,COMBO49,115
8087,3871,FLAVOURED LATTE,86.5
12545,6796,VEGAN COLD COFFEE,86.5
25159,9751,MISCELLANEOUS,864
5725,9840,FRAPPE,241
20631,1230,AMERICAN HOT COFFEE,133.5
18429,9710,AMERICAN HOT COFFEE,61.5
9571,3811,CRUNCHY FRAPPE,227
19063,543,MISCELLANEOUS,176
1281,648,FLAVOURED TEA7,358
11265,6035,DARK HOT COFFEE,397.5
26275,3121,VANILLA ICE CREAMS,327.5
24513,8021,FRAPPE,0
24515,7916,CHOCOLATE ICE CREAMS,137.5
25853,9117,FOOD9,83
29797,9435,ADD ON ESPRESSO,95.5
2249,4840,FRAPPE,350.5
9445,1628,ESPRESSO HOT COFFEE,54.5
18093,4296,COMBO3,208
17081,414,FRAPPE,202.5
7941,1440,CRUNCHY FRAPPE,213.5
24457,783,FOOD6,171
15109,8776,HOT CAPPUCCINO,173.5
11345,4725,FOOD6,78
16731,1299,FOOD72,445.5
26911,10534,MISCELLANEOUS,123
25081,189,MISCELLANEOUS,246.5
12271,10335,FRAPPE,196.5
19387,3500,HOT CHOCOLATE,262.5
32147,681,WHIPPED CREAM,62
11945,3513,MISCELLANEOUS,220
9157,3608,CHEESE SLICE,200.5
9509,3549,AMERICAN HOT COFFEE,393
1755,7564,FOOD57,284.5
11889,5264,CHEESE SLICE,380
14897,10708,FOOD129,224.5
19741,5233,AMERICAN HOT COFFEE,149.5
32899,7556,COMBO1,211.5
23837,10723,MISCELLANEOUS,151
7407,9137,FLAVOURED TEA11,83
2291,4042,COMBO120,79
13537,2267,FRAPPE,214
13359,660,MISCELLANEOUS,308
689,4975,FRAPPE,71.5
8247,8223,FOOD102,410
33539,8523,FRAPPE,75.5
10859,3556,FLAVOURED TEA9,181
22395,10176,AMERICAN HOT COFFEE,223.5
19617,3400,FRAPPE,205
16937,3420,MISCELLANEOUS,185
11039,2747,COMBO130,220
14021,448,MISCELLANEOUS,312
17549,6558,MISCELLANEOUS,307
19259,9588,FOOD92,402
11583,7577,FRAPPE,75.5
14767,3255,VANILLA ICE CREAMS,428
4819,6259,COMBO9,530
18991,6161,FILTER COFFEE,419.5
20677,1927,MISCELLANEOUS,641
18449,7798,SUPER COLD COFFEE,139
4749,7090,FOOD9,75
17057,3835,DARK COLD COFFEE,767
30121,8178,ADD ON ESPRESSO,336.5
1911,1757,#N/A,206.5
21073,8156,TOPPING SYRUPS,361.5
9103,8584,FRAPPE,151
9611,4354,MISCELLANEOUS,448.5
10281,3060,TOPPING SYRUPS,224.5
807,10223,CHEESE SLICE,170
30757,599,OTHER DRINKS,91
10041,8783,FOOD9,241.5
6917,2709,SUPER COLD COFFEE,460.5
28387,1640,LATTE HOT COFFEE,196.5
32021,6657,AMERICAN HOT COFFEE,115.5
23609,534,FOOD4,195.5
8975,7200,MISCELLANEOUS,451
32137,10647,TOPPING SYRUPS,230
20063,458,FOOD4,141
30399,3344,MISCELLANEOUS,94
11343,8140,CHEESE SLICE,676
24739,10244,FLAVOURED TEA17,523.5
28911,2275,SUPER COLD COFFEE,65.5
18981,2914,MISCELLANEOUS,33
9237,10234,VANILLA ICE CREAMS,632
15663,5825,FOOD110,157.5
24525,10411,MISCELLANEOUS,354.5
1601,8720,FOOD36,168
12289,506,AMERICAN HOT COFFEE,424
23491,5951,FLAVOURED LATTE,181.5
27093,7761,HOT CAPPUCCINO,541.5
549,8651,FRAPPE,300
16539,3616,COMBO1,466
2315,3152,VANILLA ICE CREAMS,684.5
30573,8141,MISCELLANEOUS,266
23101,785,TOPPING SYRUPS,70
21741,3296,FLAVOURED HTO COFFEE,139.5
22199,4586,FLAVOURED TEA10,526
34071,108,AMERICAN HOT COFFEE,277
6309,712,CHEESE SLICE,307.5
13869,3639,MISCELLANEOUS,96.5
17119,9334,MISCELLANEOUS,458
22011,5003,AMERICAN HOT COFFEE,156
12653,8344,MISCELLANEOUS,987.5
10997,5586,FRAPPE,31.5
2741,5416,COOL BLUE,265.5
9507,1808,MISCELLANEOUS,414
14103,7731,VEGAN COLD COFFEE,157.5
28843,6342,COMBO24,227
25121,2567,MISCELLANEOUS,239.5
3303,3075,#N/A,168
3611,2324,#N/A,384.5
6329,5594,SUPER COLD COFFEE,55
14437,2293,HOT CAPPUCCINO,264.5
