transaction_number,customer_number,transaction_time,store_name,sale_amount_including_loyalty_points_used,loyalty_points_used_by_customer,offer_used_by_customer_to_earn_loyalty_points
15395,1181,2018-08-08 20:33:31,CHENNAI STORE 17,55,0,NA
15397,6406,2018-08-08 20:37:24,THANE STORE 435,188.5,0,NA
15399,3283,2018-08-08 20:49:38,MOHALI STORE 686,106,25,50% CASHBACK on Food & Beverages
15401,10504,2018-08-08 20:52:59,ROORKEE STORE 1032,249.5,101.5,NA
15403,3844,2018-08-08 20:55:43,DELHI STORE 552,206,0,NA
15405,7257,2018-08-08 21:02:11,PUNE STORE 1058,169.5,0,100 Loyalty Points on any purchases between 7 -11 PM
15407,7959,2018-08-08 21:09:23,NASHIK STORE 1278,86,0,NA
15409,3395,2018-08-08 21:22:57,PUNE STORE 1109,107,107,NA
15411,6655,2018-08-08 21:26:34,GURGAON STORE 641,163,25,NA
15413,906,2018-08-08 21:33:16,KHARAGPUR STORE 775,179,0,NA
15415,6261,2018-08-08 21:56:57,BANGALORE STORE 99,115.5,25,NA
15417,1839,2018-08-08 21:59:49,PUNE STORE 357,220,0,100 Loyalty Points on any purchases between 7 -11 PM
15419,9874,2018-08-08 22:02:44,AURANGABAD STORE 1041,279,0,100 Loyalty Points on any purchases between 7 -11 PM
15421,7136,2018-08-08 22:03:50,GURGAON STORE 636,69,25,NA
15423,9663,2018-08-08 22:06:59,MADURAI STORE 54,1521.5,75,NA
15425,7136,2018-08-08 22:07:06,GURGAON STORE 636,71.5,25,NA
15427,10130,2018-08-08 22:09:34,BHAVNAGAR STORE 1235,219,0,100 Loyalty Points on any purchases between 7 -11 PM
15429,8361,2018-08-08 22:16:28,BANGALORE STORE 1268,99,0,NA
15431,5484,2018-08-08 22:18:38,MUMBAI STORE 333,65.5,0,NA
15433,3150,2018-08-08 22:28:33,THANE STORE 435,418,212.5,NA
15435,2856,2018-08-08 22:37:07,THIRUCHITRAMBALAM PANCHAYATH UNION STORE 1185,78,0,NA
15437,9756,2018-08-08 22:39:18,SOLAPUR STORE 1297,322,0,NA
15439,7731,2018-08-08 22:52:12,PUNE STORE 380,304.5,304.5,100 Loyalty Points on any purchases between 7 -11 PM
15441,9004,2018-08-08 23:02:31,BANGALORE STORE 138,181.5,25,30% cashback of loyalty points on your next visit
15443,2056,2018-08-08 23:17:53,DELHI STORE 1153,389,0,NA
15445,8609,2018-08-08 23:19:13,LUDHIANA STORE 671,502.5,0,NA
15447,9026,2018-08-09 00:33:10,PUNE STORE 398,66.5,25,NA
15449,8375,2018-08-09 01:08:24,CHENNAI STORE 14,805.5,0,NA
15451,8808,2018-08-09 01:11:00,CHENNAI STORE 21,104,0,NA
15453,9061,2018-08-09 01:20:45,AURANGABAD STORE 1041,188.5,0,NA
15455,9061,2018-08-09 01:27:08,AURANGABAD STORE 1041,154.5,0,NA
15457,6593,2018-08-09 01:54:23,BANGALORE STORE 1248,213.5,213.5,NA
15459,2778,2018-08-09 04:32:57,SECUNDERABAD STORE 1314,87,25,NA
15461,984,2018-08-09 09:33:44,CHANDIGAR STORE 1211,63,0,50% Cash back on Food & Beverage bill between 7 -11 AM
15463,1942,2018-08-09 10:53:49,SHIVAMOGGA STORE 1143,188.5,0,50% Cash back on Food & Beverage bill between 7 -11 AM
15465,7851,2018-08-09 10:56:55,BANGALORE STORE 119,233.5,0,NA
15467,5962,2018-08-09 10:57:08,SURAT STORE 858,179,0,50% Cash back on Food & Beverage bill between 7 -11 AM
15469,10725,2018-08-09 10:57:29,BANGALORE STORE 174,72,0,NA
15471,4613,2018-08-09 11:26:37,COIMBATORE STORE 58,73,25,NA
15473,4096,2018-08-09 11:49:30,DELHI STORE 554,121,105,NA
15475,6811,2018-08-09 12:42:21,GUWAHATI STORE 905,243,0,NA
15477,4611,2018-08-09 12:43:23,BARODA STORE 836,188.5,0,NA
15479,1157,2018-08-09 13:04:03,NOIDA STORE 1050,2425.5,0,NA
15481,503,2018-08-09 13:26:32,MUMBAI STORE 287,209.5,66.5,NA
15483,1306,2018-08-09 13:29:43,BANGALORE STORE 985,213.5,0,NA
15485,8346,2018-08-09 13:31:37,DELHI STORE 1271,130,32.5,NA
15487,5498,2018-08-09 13:33:06,BANGALORE STORE 114,229.5,0,NA
15489,5129,2018-08-09 13:33:20,DELHI STORE 540,153,0,NA
15491,5950,2018-08-09 13:48:01,TRICHY STORE 78,109,25,NA
15493,3318,2018-08-09 13:56:36,GURGAON STORE 635,82,25,NA
15495,10583,2018-08-09 14:04:10,KOLKATA STORE 735,260,25,50% CASHBACK on Food & Beverages
15497,6278,2018-08-09 14:06:41,PUNE STORE 394,930,0,NA
15499,9016,2018-08-09 14:09:33,SHIVAMOGGA STORE 1143,104,0,NA
15501,7490,2018-08-09 14:15:13,NASIK STORE 988,157,25,NA
15503,2439,2018-08-09 14:20:39,MUMBAI STORE 336,324.5,0,NA
15505,7911,2018-08-09 14:23:56,PATHANKOT STORE 693,322.5,0,NA
15507,203,2018-08-09 14:24:50,MEDAK STORE 1229,287.5,0,NA
15509,6017,2018-08-09 14:26:45,SOLAPUR STORE 1297,145.5,145.5,NA
15511,1166,2018-08-09 14:28:42,RANCHI STORE 818,107,0,NA
15513,3385,2018-08-09 14:28:54,MUMBAI STORE 311,230,0,NA
15515,1997,2018-08-09 14:56:13,COIMBATORE STORE 1007,120,0,NA
15517,5735,2018-08-09 14:59:12,PATIALA STORE 1164,60.5,0,NA
15519,10592,2018-08-09 15:01:38,PATHANKOT STORE 694,359,0,NA
15521,759,2018-08-09 15:04:28,ARASIKERE STORE 256,308,0,NA
15523,5138,2018-08-09 15:09:18,SURAT STORE 857,317,0,NA
15525,10235,2018-08-09 15:09:23,LUDHIANA STORE 671,785.5,0,50% CASHBACK on Food & Beverages
15527,10368,2018-08-09 15:11:10,MANGALORE STORE 230,14.5,0,NA
15529,3858,2018-08-09 15:11:15,HYDERABAD STORE 952,260.5,25,NA
15531,4761,2018-08-09 15:11:47,GHAZIABAD STORE 602,192,150,NA
15533,414,2018-08-09 15:24:23,GURGAON STORE 644,166.5,66.5,NA
15535,3611,2018-08-09 15:46:55,PANCHKULA STORE 645,360,0,NA
15537,6918,2018-08-09 15:47:55,COIMBATORE STORE 1251,48.5,0,NA
15539,6683,2018-08-09 15:56:55,BAREILLY STORE 625,294.5,0,NA
15541,5487,2018-08-09 16:03:20,MUMBAI STORE 286,298.5,0,NA
15543,553,2018-08-09 16:07:55,HYDERABAD STORE 461,65,26,NA
15545,4156,2018-08-09 16:09:28,MUMBAI STORE 329,132.5,0,NA
15547,6045,2018-08-09 16:10:53,BARODA STORE 1148,266.5,0,NA
15549,5230,2018-08-09 16:19:11,HYDERABAD STORE 446,223,102,40% cashback as loyalty points on your next visit
15551,5428,2018-08-09 16:23:32,CHENNAI STORE 14,411.5,0,NA
15553,7567,2018-08-09 16:30:47,BANGALORE STORE 177,1020,0,NA
15555,7819,2018-08-09 16:33:17,BANGALORE STORE 129,754,0,NA
15557,9886,2018-08-09 16:37:59,GHAZIABAD STORE 602,312,25,NA
15559,1404,2018-08-09 16:58:05,PUNE STORE 383,117,0,NA
15561,1993,2018-08-09 16:59:03,RAJKOT STORE 827,210.5,0,50% CASHBACK on Food & Beverages
15563,6616,2018-08-09 17:04:51,GURGAON STORE 636,51.5,0,NA
15565,6616,2018-08-09 17:08:54,GURGAON STORE 636,76.5,25,NA
15567,5491,2018-08-09 17:10:21,SURAT STORE 858,254,0,30% cashback of loyalty points on your next visit
15569,10197,2018-08-09 17:13:18,GURGAON STORE 636,76.5,25,NA
15571,4596,2018-08-09 17:14:31,KOLKATA STORE 751,205.5,0,NA
15573,865,2018-08-09 17:15:59,KOLKATA STORE 740,123.5,25,NA
15575,2834,2018-08-09 17:21:25,DEHRADUN STORE 883,173.5,112,NA
15577,4482,2018-08-09 17:22:27,MUMBAI STORE 289,160.5,0,NA
15579,4154,2018-08-09 17:24:18,JALANDHAR STORE 664,230.5,0,NA
15581,6262,2018-08-09 17:30:15,PATIALA STORE 1163,115.5,0,NA
15583,804,2018-08-09 17:36:35,GURGAON STORE 636,83,40,NA
15585,421,2018-08-09 17:44:40,DELHI STORE 553,58,0,NA
15587,1852,2018-08-09 18:01:52,DELHI STORE 982,346.5,0,NA
15589,7334,2018-08-09 18:07:54,KOLKATA STORE 721,147,0,NA
15591,935,2018-08-09 18:10:18,GUWAHATI STORE 1084,547.5,25,NA
15593,5618,2018-08-09 18:14:05,LUCKNOW STORE 609,699,0,30% cashback of loyalty points on your next visit
15595,5232,2018-08-09 18:14:37,ZIRAKPUR STORE 691,190,190,NA
15597,5619,2018-08-09 18:15:36,MUMBAI STORE 1053,126.5,0,NA
15599,7335,2018-08-09 18:20:29,GUWAHATI STORE 1084,35.5,15.5,NA
15601,1302,2018-08-09 18:20:39,CHENNAI STORE 48,58,0,NA
15603,6165,2018-08-09 18:28:21,DELHI STORE 1156,486,0,30% cashback of loyalty points on your next visit
15605,3324,2018-08-09 18:33:25,MUMBAI STORE 298,668,0,NA
15607,8496,2018-08-09 18:34:09,PATHANKOT STORE 693,518.5,0,NA
15609,3888,2018-08-09 18:37:08,DAVANGERE STORE 250,133.5,0,NA
15611,372,2018-08-09 18:47:11,GUNTUR. STORE 1190,212,0,50% CASHBACK on Food & Beverages
15613,5703,2018-08-09 18:47:32,HYDERABAD STORE 465,143,0,NA
15615,1551,2018-08-09 18:53:38,KOLKATA STORE 1242,161.5,0,NA
15617,3072,2018-08-09 19:03:03,JALANDHAR STORE 670,66.5,0,NA
15619,1192,2018-08-09 19:03:37,JALANDHAR STORE 662,58,58,NA
15621,375,2018-08-09 19:09:53,VIZIANAGARAM. STORE 1206,442,0,100 Loyalty Points on any purchases between 7 -11 PM
15623,4350,2018-08-09 19:20:13,AGRA STORE 605,318,0,100 Loyalty Points on any purchases between 7 -11 PM
15625,8054,2018-08-09 19:23:57,BANGALORE STORE 1035,349.5,0,100 Loyalty Points on any purchases between 7 -11 PM
15627,2704,2018-08-09 19:24:02,BHOPAL STORE 869,577,0,100 Loyalty Points on any purchases between 7 -11 PM
15629,7289,2018-08-09 19:27:28,BANGALORE STORE 108,16.5,0,NA
15631,7489,2018-08-09 19:35:45,FARIDABAD STORE 647,148.5,25,NA
15633,260,2018-08-09 19:42:29,CHENNAI STORE 14,84.5,76,NA
15635,9858,2018-08-09 19:43:32,SOLAPUR STORE 1297,223.5,0,100 Loyalty Points on any purchases between 7 -11 PM
15637,8794,2018-08-09 19:51:51,BERHAMPUR STORE 1253,441,0,NA
15639,3210,2018-08-09 19:55:25,MUMBAI STORE 1266,118,25,NA
15641,1340,2018-08-09 19:55:51,MUMBAI STORE 356,238,150.5,NA
15643,3556,2018-08-09 20:02:14,BANGALORE STORE 120,533,0,NA
15645,9361,2018-08-09 20:13:03,BARODA STORE 838,227,0,100 Loyalty Points on any purchases between 7 -11 PM
15647,9361,2018-08-09 20:19:42,BARODA STORE 838,182,134,NA
15649,6714,2018-08-09 20:25:33,BENGALURU STORE 1178,187.5,0,100 Loyalty Points on any purchases between 7 -11 PM
15651,33,2018-08-09 20:25:33,DAVANGERE STORE 250,193.5,25,NA
15653,4724,2018-08-09 20:28:50,UDAIPUR STORE 802,564.5,0,NA
15655,1826,2018-08-09 20:29:09,MUMBAI STORE 1255,349,0,NA
15657,8694,2018-08-09 20:30:19,CHANDIGAR STORE 1213,70,25,NA
15659,3543,2018-08-09 20:30:39,AMRITSAR STORE 1273,133.5,89.5,NA
15661,6897,2018-08-09 20:33:26,AGRA STORE 995,73.5,0,NA
15663,5825,2018-08-09 20:33:50,DELHI STORE 1156,157.5,0,50 Loyalty Points on bill amount if spent between 7 -11 PM
15665,971,2018-08-09 20:37:08,PUNE STORE 1073,326,0,50% cashback on your bill amount
15667,5172,2018-08-09 20:42:33,GURGAON STORE 641,466,25,NA
15669,5628,2018-08-09 20:49:56,SURAT STORE 859,157.5,0,NA
15671,9143,2018-08-09 20:56:33,CHANDIGAR STORE 1213,297.5,0,NA
15673,2319,2018-08-09 20:58:50,PATIALA STORE 1163,145.5,25,NA
15675,9444,2018-08-09 21:10:08,BANGALORE STORE 110,352.5,0,NA
15677,10560,2018-08-09 21:10:09,HYDERABAD STORE 446,84,0,NA
15679,2432,2018-08-09 21:18:20,BANGALORE STORE 192,70.5,70.5,NA
15681,4482,2018-08-09 22:00:51,MUMBAI STORE 289,170.5,0,100 Loyalty Points on any purchases between 7 -11 PM
15683,1299,2018-08-09 22:09:08,PUNE STORE 1055,371.5,0,100 Loyalty Points on any purchases between 7 -11 PM
15685,188,2018-08-09 22:42:47,PATHANKOT STORE 693,865.5,0,50 Loyalty Points on bill amount if spent between 7 -11 PM
15687,1598,2018-08-09 22:48:41,SURAT STORE 858,256.5,0,100 Loyalty Points on any purchases between 7 -11 PM
15689,9369,2018-08-09 22:50:38,PUNE STORE 960,275.5,0,100 Loyalty Points on any purchases between 7 -11 PM
15691,529,2018-08-09 22:52:30,DELHI STORE 542,276,0,NA
15693,2571,2018-08-09 22:54:29,BANGALORE STORE 1034,289.5,108.5,NA
15695,7581,2018-08-09 22:55:28,JALANDHAR STORE 662,133.5,0,30% cashback of loyalty points on your next visit
15697,1525,2018-08-09 23:12:13,BARODA STORE 834,81.5,0,NA
15699,10147,2018-08-09 23:20:40,PUNE STORE 374,208,0,NA
15701,6444,2018-08-09 23:20:55,GOA STORE 86,148,25,50% CASHBACK on Food & Beverages
15703,490,2018-08-09 23:27:19,DELHI STORE 576,738.5,0,NA
15705,8711,2018-08-09 23:27:22,BARODA STORE 1044,228.5,0,NA
15707,10268,2018-08-10 00:10:55,VILLAGE THIRUVALLA  PATHANAMTHIT STORE 1288,150,0,NA
15709,10509,2018-08-10 00:18:45,PUNE STORE 396,282,0,NA
15711,499,2018-08-10 00:33:25,BANGALORE STORE 108,16.5,16.5,NA
15713,6891,2018-08-10 01:09:42,AURANGABAD STORE 1041,359.5,0,NA
15715,9542,2018-08-10 01:46:45,GOWRAVARAM STORE 1231,130.5,0,NA
15717,6593,2018-08-10 06:59:50,BANGALORE STORE 1248,848,0,NA
15719,473,2018-08-10 09:15:28,KOLKATA STORE 738,73.5,0,NA
15721,10300,2018-08-10 10:20:55,AURANGABAD STORE 1041,186,70,NA
15723,10235,2018-08-10 10:45:02,LUDHIANA STORE 671,397,25,50% Cash back on Food & Beverage bill between 7 -11 AM
15725,2163,2018-08-10 10:52:50,PUNE STORE 362,250,0,NA
15727,4586,2018-08-10 11:00:10,DELHI STORE 1076,377.5,0,NA
15729,6975,2018-08-10 11:24:47,NALGONDA STORE 483,406,0,30% CASHBACK on your bill amount
15731,8380,2018-08-10 11:31:59,BERHAMPUR STORE 1253,143.5,25,NA
15733,1672,2018-08-10 11:32:52,PUNE STORE 404,243.5,0,NA
15735,1315,2018-08-10 11:36:08,MADDUR STORE 244,281,0,NA
15737,5300,2018-08-10 11:39:27,ZIRAKPUR STORE 691,215.5,0,NA
15739,4516,2018-08-10 11:57:01,MUMBAI STORE 293,109.5,25,NA
15741,5087,2018-08-10 12:00:29,ROORKEE STORE 1032,277.5,0,NA
15743,7493,2018-08-10 12:16:37,DEHRADUN STORE 883,315,0,NA
15745,8899,2018-08-10 12:18:15,AURANGABAD STORE 1041,504,504,NA
15747,1878,2018-08-10 12:29:55,PUNE STORE 380,347,101,NA
15749,4133,2018-08-10 12:32:55,GOA STORE 85,429.5,27,NA
15751,10271,2018-08-10 12:40:52,CALICUT STORE 494,137.5,0,NA
15753,6000,2018-08-10 12:58:26,PATNA STORE 1257,104,0,NA
15755,2009,2018-08-10 13:07:39,PATIALA STORE 678,247,25,50% CASHBACK on Food & Beverages
15757,936,2018-08-10 13:13:19,GOA STORE 84,79,0,50% CASHBACK on Food & Beverages
15759,7297,2018-08-10 13:23:29,JAMMU STORE 899,58,25,NA
15761,10261,2018-08-10 13:23:51,BANGALORE STORE 120,213,0,NA
15763,9630,2018-08-10 13:24:44,PUNE STORE 386,155,0,NA
15765,3762,2018-08-10 13:30:31,KAKINADA. STORE 1191,294,0,30% cashback of loyalty points on your next visit
15767,10091,2018-08-10 13:38:12,LUCKNOW STORE 613,67.5,0,NA
15769,29,2018-08-10 13:38:51,MUMBAI STORE 349,196,0,NA
15771,5144,2018-08-10 13:46:15,DELHI STORE 518,160,20,30% cashback of loyalty points on your next visit
15773,2182,2018-08-10 14:00:14,MEERUT STORE 1080,55,25,NA
15775,3443,2018-08-10 14:24:18,CHANDIGAR STORE 1212,227.5,0,NA
15777,4875,2018-08-10 14:24:35,DELHI STORE 587,342,0,NA
15779,8952,2018-08-10 14:25:56,MUMBAI STORE 290,345.5,0,NA
15781,8949,2018-08-10 14:30:13,KHARAGPUR STORE 775,121.5,25,NA
15783,2212,2018-08-10 14:32:05,PUNE STORE 380,160.5,0,NA
15785,6759,2018-08-10 14:32:48,PUNE STORE 386,30.5,0,NA
15787,9655,2018-08-10 14:36:37,KOLKATA STORE 740,66.5,25,NA
15789,5708,2018-08-10 14:37:47,CHENNAI STORE 14,67,0,NA
15791,6246,2018-08-10 14:57:12,BANGALORE STORE 219,129.5,0,NA
15793,7931,2018-08-10 15:03:40,PATHANKOT STORE 692,58,0,NA
15795,3381,2018-08-10 15:04:58,DELHI STORE 574,25,5.5,NA
15797,8264,2018-08-10 15:14:29,KHARAGPUR STORE 775,133.5,0,NA
15799,7386,2018-08-10 15:19:50,KHARAGPUR STORE 775,110.5,38.5,NA
15801,5419,2018-08-10 15:22:10,MUMBAI STORE 312,290.5,0,NA
15803,4207,2018-08-10 15:29:42,GURGAON STORE 636,210,0,NA
15805,8819,2018-08-10 15:37:53,DELHI STORE 566,259.5,0,30% cashback of loyalty points on your next visit
15807,10624,2018-08-10 15:40:37,NAVI MUMBAI STORE 1275,154,0,NA
15809,6561,2018-08-10 15:44:16,PUNE STORE 391,90,0,NA
15811,8496,2018-08-10 15:47:26,PATHANKOT STORE 693,155.5,25,NA
15813,8842,2018-08-10 15:59:09,SHIRDI STORE 1023,273.5,0,NA
15815,1771,2018-08-10 16:06:21,MUMBAI STORE 290,153.5,86.5,NA
15817,9435,2018-08-10 16:25:26,PUNE STORE 363,295.5,0,NA
15819,490,2018-08-10 16:29:28,DELHI STORE 576,592.5,0,NA
15821,9832,2018-08-10 16:29:54,BANGALORE STORE 127,70,0,NA
15823,8796,2018-08-10 16:36:43,PUNE STORE 932,139,25,NA
15825,6006,2018-08-10 16:40:55,PUNE STORE 1055,207,207,NA
15827,8563,2018-08-10 16:45:12,DEHRADUN STORE 882,308.5,0,NA
15829,2716,2018-08-10 16:52:39,GOA STORE 82,65,60.5,NA
15831,2954,2018-08-10 16:52:55,AJMER STORE 807,66.5,0,NA
15833,10279,2018-08-10 16:53:04,JALANDHAR STORE 663,151,25,NA
15835,524,2018-08-10 16:57:10,PUNE STORE 932,289,0,30% CASHBACK on your bill amount
15837,3571,2018-08-10 16:57:12,GWALIOR STORE 880,15,0,NA
15839,1173,2018-08-10 17:01:40,PUNE STORE 404,178,0,NA
15841,10588,2018-08-10 17:12:12,GUNTUR. STORE 1190,246,25,50% CASHBACK on Food & Beverages
15843,5606,2018-08-10 17:15:59,PUNE STORE 1291,197.5,25,NA
15845,7578,2018-08-10 17:19:27,AGRA STORE 1265,75.5,25,NA
15847,126,2018-08-10 17:20:45,SHIVKHEDAPUR STORE 430,173.5,0,NA
15849,513,2018-08-10 17:21:35,DELHI STORE 1076,308.5,0,NA
15851,2638,2018-08-10 17:25:33,GURGAON STORE 639,235,0,NA
15853,6903,2018-08-10 17:37:47,MOHALI STORE 689,151,128.5,NA
15855,126,2018-08-10 17:38:17,SHIVKHEDAPUR STORE 430,158,0,NA
15857,427,2018-08-10 17:43:52,LAVASA STORE 432,173,83.5,NA
15859,9458,2018-08-10 17:50:07,MOHALI STORE 690,465.5,0,NA
15861,8721,2018-08-10 17:54:53,NASIK STORE 988,240.5,0,NA
15863,9739,2018-08-10 18:04:33,PUNE STORE 367,239,0,NA
15865,9792,2018-08-10 18:04:52,GOA STORE 82,237.5,0,NA
15867,119,2018-08-10 18:05:11,JALANDHAR STORE 667,308,25,100 Loyalty Points as cashback spend of Rs 200/- and above!
15869,5997,2018-08-10 18:07:07,PUNE STORE 393,66.5,0,NA
15871,10611,2018-08-10 18:09:40,DELHI STORE 566,281,0,50% CASHBACK on Food & Beverages
15873,9585,2018-08-10 18:14:25,PUNE STORE 365,106,25,50% CASHBACK on Food & Beverages
15875,6830,2018-08-10 18:14:49,DELHI STORE 540,287,0,NA
15877,5346,2018-08-10 18:18:29,PUNE STORE 1109,260.5,0,NA
15879,8343,2018-08-10 18:18:48,PUNE STORE 363,79,0,NA
15881,1433,2018-08-10 18:18:51,DELHI STORE 549,845.5,0,NA
15883,4878,2018-08-10 18:21:04,KOLKATA STORE 735,499,51,NA
15885,4751,2018-08-10 18:23:04,PUNE STORE 1114,354,0,NA
15887,1840,2018-08-10 18:32:32,ZIRAKPUR STORE 691,195,0,NA
15889,10728,2018-08-10 18:35:45,MUMBAI STORE 310,138,0,NA
15891,6671,2018-08-10 18:42:54,BANGALORE STORE 101,151,0,30% cashback of loyalty points on your next visit
15893,4293,2018-08-10 18:43:51,BANGALORE STORE 130,25,25,NA
15895,884,2018-08-10 18:44:09,GUWAHATI STORE 903,7.5,0,NA
15897,3375,2018-08-10 18:46:22,NASHIK STORE 409,282,0,50% CASHBACK on Food & Beverages
15899,7936,2018-08-10 18:51:48,GURGAON STORE 626,206.5,0,NA
15901,5572,2018-08-10 18:55:50,PANCHKULA STORE 645,342.5,0,NA
15903,10137,2018-08-10 19:01:01,SAHARANPUR STORE 621,192.5,0,100 Loyalty Points on any purchases between 7 -11 PM
15905,5462,2018-08-10 19:02:16,BELGAUM STORE 239,199,2.5,100 Loyalty Points on any purchases between 7 -11 PM
15907,5680,2018-08-10 19:03:15,AURANGABAD STORE 425,250,0,50 Loyalty Points on bill amount if spent between 7 -11 PM
15909,2925,2018-08-10 19:04:42,KOLKATA STORE 938,373,0,100 Loyalty Points on any purchases between 7 -11 PM
15911,5077,2018-08-10 19:05:30,BANGALORE STORE 155,109,0,NA
15913,3433,2018-08-10 19:07:35,BANGALORE STORE 106,157,0,NA
15915,5065,2018-08-10 19:08:05,NASHIK STORE 959,168,0,100 Loyalty Points on any purchases between 7 -11 PM
15917,3978,2018-08-10 19:16:03,PUNE STORE 380,250,0,100 Loyalty Points on any purchases between 7 -11 PM
15919,3555,2018-08-10 19:16:59,BANGALORE STORE 1268,487.5,0,NA
15921,7289,2018-08-10 19:18:05,BANGALORE STORE 108,16.5,16.5,NA
15923,7507,2018-08-10 19:21:45,JALANDHAR STORE 667,773,0,NA
15925,7401,2018-08-10 19:24:31,GUWAHATI STORE 1118,355.5,0,100 Loyalty Points on any purchases between 7 -11 PM
15927,3420,2018-08-10 19:25:45,PUNE STORE 374,239.5,0,100 Loyalty Points on any purchases between 7 -11 PM
15929,3324,2018-08-10 19:28:05,MUMBAI STORE 298,458,0,50 Loyalty Points on bill amount if spent between 7 -11 PM
15931,9584,2018-08-10 19:40:58,MUMBAI STORE 348,1110,0,50% CASHBACK on Food & Beverages
15933,7925,2018-08-10 19:41:18,GUWAHATI STORE 1084,207,0,100 Loyalty Points on a spend of Rs 300/- and above!
15935,9230,2018-08-10 19:42:17,MUMBAI STORE 296,190,0,NA
15937,6238,2018-08-10 19:43:46,PALAKKAD STORE 1315,711.5,0,50% CASHBACK on Food & Beverages
15939,5168,2018-08-10 19:47:06,BANGALORE STORE 177,965.5,0,100 Loyalty Points on Food & Beverage bill between 7 -11 PM
15941,2447,2018-08-10 19:55:27,PUNE STORE 1138,267,0,100 Loyalty Points on your next purchase between 7 -11 PM
15943,9030,2018-08-10 19:59:26,MUMBAI STORE 994,73,0,NA
15945,8905,2018-08-10 19:59:57,GUWAHATI STORE 902,342,0,100 Loyalty Points on Food & Beverage bill between 7 -11 PM
15947,21,2018-08-10 20:07:40,MOHALI STORE 690,220.5,0,100 Loyalty Points on Food & Beverage bill between 7 -11 PM
15949,4628,2018-08-10 20:17:04,MUMBAI STORE 321,104,0,30% CASHBACK on your bill amount
15951,6891,2018-08-10 20:20:14,AURANGABAD STORE 425,557,0,NA
15953,726,2018-08-10 20:32:16,MUMBAI STORE 260,230,0,NA
15955,170,2018-08-10 20:32:50,PUNE STORE 367,66.5,25,NA
15957,8901,2018-08-10 20:39:01,GUWAHATI STORE 1276,312,0,NA
15959,966,2018-08-10 20:39:38,KHARAGPUR STORE 775,72,25,NA
15961,7792,2018-08-10 20:39:56,PUNE STORE 404,420.5,0,NA
15963,1612,2018-08-10 20:42:37,PUNE STORE 367,190.5,0,NA
15965,9790,2018-08-10 20:51:47,BANGALORE STORE 106,169.5,47,NA
15967,2673,2018-08-10 20:58:33,GUWAHATI STORE 901,276,0,50% CASHBACK on Food & Beverages
15969,8360,2018-08-10 20:58:51,SANGLI STORE 429,158,25,NA
15971,6069,2018-08-10 21:00:34,PUNE STORE 363,230.5,0,NA
15973,6722,2018-08-10 21:00:34,KOLKATA STORE 744,202,25,NA
15975,8457,2018-08-10 21:14:50,SURAT STORE 859,174,0,100 Loyalty Points on Food & Beverage bill between 7 -11 PM
15977,2634,2018-08-10 21:16:05,MUMBAI STORE 328,195.5,0,NA
15979,8433,2018-08-10 21:17:40,PUNE STORE 380,259,0,100 Loyalty Points on Food & Beverage bill between 7 -11 PM
15981,6032,2018-08-10 21:32:46,HYDERABAD STORE 455,344,0,NA
15983,1951,2018-08-10 21:40:01,PUNE STORE 1055,184.5,0,100 Loyalty Points on Food & Beverage bill between 7 -11 PM
15985,1531,2018-08-10 21:41:59,DELHI STORE 513,124,25,NA
15987,5168,2018-08-10 21:49:19,BANGALORE STORE 177,279.5,184,NA
15989,8019,2018-08-10 21:49:24,KOLKATA STORE 717,282,0,NA
15991,7224,2018-08-10 21:57:05,DELHI STORE 1156,146,0,NA
15993,1555,2018-08-10 22:00:10,BARODA STORE 1044,182.5,0,100 Loyalty Points on Food & Beverage bill between 7 -11 PM
15995,1358,2018-08-10 22:00:33,BARODA STORE 1044,221.5,0,NA
15997,5277,2018-08-10 22:12:09,AMRITSAR STORE 656,319,0,NA
15999,5387,2018-08-10 22:17:31,SURAT STORE 856,151,0,NA
16001,4087,2018-08-10 22:17:32,GWALIOR STORE 881,51.5,25,NA
16003,2063,2018-08-10 22:18:36,NOIDA STORE 590,556.5,0,NA
16005,3539,2018-08-10 22:20:22,PANCHKULA STORE 645,218.5,0,100 Loyalty Points on Food & Beverage bill between 7 -11 PM
16007,5689,2018-08-10 22:36:24,VIJAYAWADA. STORE 1198,189,25,NA
16009,7435,2018-08-10 22:41:40,HYDERABAD STORE 436,773.5,0,NA
16011,9542,2018-08-10 22:46:17,GOWRAVARAM STORE 1231,461,0,100 Loyalty Points on Food & Beverage bill between 7 -11 PM
16013,1576,2018-08-10 22:46:27,VILLAGE THIRUVALLA  PATHANAMTHIT STORE 1288,197,0,100 Loyalty Points on Food & Beverage bill between 7 -11 PM
16015,529,2018-08-10 22:51:45,DELHI STORE 542,387,0,100 Loyalty Points on Food & Beverage bill between 7 -11 PM
16017,8930,2018-08-10 22:51:51,MUMBAI STORE 260,327.5,0,NA
16019,9686,2018-08-10 22:58:15,BANGALORE STORE 134,488.5,0,NA
16021,3326,2018-08-10 23:04:19,BANGALORE STORE 96,340.5,0,NA
16023,1586,2018-08-10 23:08:12,NAGPUR STORE 1008,366,255.5,NA
16025,8492,2018-08-10 23:20:37,BANGALORE STORE 214,268,0,NA
16027,8387,2018-08-11 00:36:24,CHENNAI STORE 14,942,0,NA
16029,9736,2018-08-11 00:40:48,PUNE STORE 382,517,25,NA
