customer_number,app_install_time,gender,marital_status,date_of_birth,referral_as_source_of_app_install
4220,2018-07-14 18:57:56,MALE,NA,1999-03-15,Installed_through_referral
4221,2018-07-16 17:34:26,MALE,NA,1988-02-08,Not_through_referral
4222,2018-07-13 19:36:14,MALE,NA,2018-07-13,Installed_through_referral
4223,2018-07-24 17:54:13,MALE,NA,1995-07-12,Installed_through_referral
4224,2018-07-25 16:56:37,FEMALE,NA,1992-03-28,Not_through_referral
4225,2018-08-13 13:37:33,MALE,NA,1989-07-21,Not_through_referral
4226,2018-06-09 17:55:38,MALE,NA,2018-06-09,Installed_through_referral
4227,2018-06-18 22:00:36,NA,NA,0000-00-00,Not_through_referral
4228,2018-06-25 14:27:32,MALE,NA,2018-06-25,Not_through_referral
4229,2018-06-30 10:53:20,MALE,NA,1995-03-14,Not_through_referral
4230,2018-06-22 11:58:41,MALE,NA,1996-08-01,Installed_through_referral
4231,2018-07-06 18:13:20,MALE,NA,1998-06-13,Not_through_referral
4232,2018-07-16 15:34:26,FEMALE,NA,1992-10-18,Not_through_referral
4233,2018-07-17 16:34:12,FEMALE,NA,1970-09-05,Installed_through_referral
4234,2018-07-12 20:14:03,MALE,NA,1997-07-29,Installed_through_referral
4235,2018-07-31 21:05:11,FEMALE,NA,1978-09-11,Not_through_referral
4236,2018-08-08 21:46:29,MALE,NA,2009-10-03,Not_through_referral
4237,2018-08-11 10:32:54,MALE,NA,1996-03-20,Not_through_referral
4238,2018-08-17 16:56:50,MALE,NA,1990-03-09,Not_through_referral
4239,2018-08-31 14:25:54,MALE,NA,2018-08-31,Installed_through_referral
4240,2018-08-30 18:41:52,MALE,NA,1992-05-10,Not_through_referral
4241,2018-08-29 13:42:37,MALE,NA,1995-11-15,Installed_through_referral
4242,2018-08-18 15:24:23,MALE,NA,1980-09-06,Not_through_referral
4243,2018-08-31 00:26:43,MALE,NA,1996-01-01,Not_through_referral
4244,2018-08-27 13:04:02,FEMALE,NA,1994-04-16,Not_through_referral
4245,2018-09-09 19:08:29,MALE,NA,1995-07-21,Not_through_referral
4246,2018-09-14 15:21:58,FEMALE,NA,1985-10-06,Not_through_referral
4247,2018-08-24 15:08:10,MALE,NA,1998-10-22,Not_through_referral
4248,2018-09-10 20:59:04,MALE,NA,2018-09-04,Installed_through_referral
4249,2018-09-01 20:20:52,MALE,NA,1983-04-12,Not_through_referral
4250,2018-08-21 11:18:59,MALE,NA,1998-06-15,Installed_through_referral
4251,2018-08-29 12:55:54,MALE,NA,1995-08-16,Installed_through_referral
4252,2018-09-28 16:53:56,FEMALE,NA,1997-09-26,Not_through_referral
4253,2018-09-26 13:09:05,FEMALE,NA,1994-05-12,Installed_through_referral
4254,2018-08-23 20:43:10,MALE,NA,1999-01-01,Not_through_referral
4255,2018-09-05 19:33:46,MALE,NA,1973-09-29,Not_through_referral
4256,2018-09-07 10:01:27,MALE,NA,1996-03-25,Not_through_referral
4257,2018-09-12 19:14:21,MALE,NA,1999-06-21,Installed_through_referral
4258,2018-08-29 15:44:14,MALE,NA,1991-08-29,Installed_through_referral
4259,2018-08-31 17:56:51,MALE,NA,1998-06-25,Installed_through_referral
4260,2018-08-31 16:23:09,MALE,NA,1997-03-16,Installed_through_referral
4261,2018-09-15 14:48:47,MALE,NA,2018-08-08,Not_through_referral
4262,2018-09-12 16:43:39,MALE,NA,1993-11-14,Not_through_referral
4263,2018-06-07 14:28:32,FEMALE,NA,2018-06-07,Installed_through_referral
4264,2018-06-11 22:24:52,MALE,NA,2018-06-02,Installed_through_referral
4265,2018-06-13 15:03:12,MALE,NA,1995-06-23,Installed_through_referral
4266,2018-06-14 09:12:34,MALE,NA,1994-06-25,Not_through_referral
4267,2018-06-20 14:05:50,MALE,NA,1991-03-19,Not_through_referral
4268,2018-06-22 14:30:49,MALE,NA,1982-10-18,Installed_through_referral
4269,2018-06-28 17:14:03,FEMALE,NA,1993-10-23,Installed_through_referral
4270,2018-06-26 12:04:38,MALE,NA,2018-06-21,Not_through_referral
4271,2018-06-26 13:17:52,MALE,NA,2018-06-26,Not_through_referral
4272,2018-06-28 20:44:57,MALE,NA,1997-09-08,Not_through_referral
4273,2018-07-20 23:38:38,FEMALE,NA,1995-09-03,Installed_through_referral
4274,2018-06-09 23:48:31,MALE,NA,1998-10-05,Not_through_referral
4275,2018-06-05 07:05:25,MALE,NA,2018-06-03,Not_through_referral
4276,2018-06-25 17:39:49,FEMALE,NA,2018-06-15,Not_through_referral
4277,2018-07-05 23:04:46,MALE,NA,2000-11-09,Not_through_referral
4278,2018-07-18 17:26:38,MALE,NA,1996-01-25,Not_through_referral
4279,2018-07-22 21:02:45,MALE,NA,2018-07-22,Not_through_referral
4280,2018-07-20 17:09:07,MALE,NA,2018-07-20,Not_through_referral
4281,2018-06-08 23:41:37,FEMALE,NA,1972-02-05,Not_through_referral
4282,2018-06-03 15:50:38,MALE,NA,1981-04-16,Not_through_referral
4283,2018-06-12 16:58:05,MALE,NA,1994-06-12,Not_through_referral
4284,2018-06-24 12:43:06,MALE,NA,1997-06-10,Not_through_referral
4285,2018-06-25 16:26:38,NA,NA,0000-00-00,Not_through_referral
4286,2018-06-26 11:21:31,MALE,NA,1996-11-01,Not_through_referral
4287,2018-07-01 20:45:22,MALE,NA,1997-12-21,Not_through_referral
4288,2018-07-01 20:46:07,MALE,NA,2018-07-01,Not_through_referral
4289,2018-07-14 19:30:09,MALE,NA,1991-08-25,Not_through_referral
4290,2018-07-23 23:20:54,FEMALE,NA,1981-04-17,Not_through_referral
4291,2018-07-30 15:01:44,MALE,NA,2018-07-30,Installed_through_referral
4292,2018-07-23 17:12:08,MALE,NA,1985-06-01,Installed_through_referral
4293,2018-08-10 18:35:22,MALE,NA,1989-08-20,Not_through_referral
4294,2018-08-11 23:06:52,MALE,NA,2018-08-11,Installed_through_referral
4295,2018-08-06 21:49:26,MALE,NA,1975-09-02,Not_through_referral
4296,2018-06-06 22:15:32,MALE,NA,1994-05-14,Installed_through_referral
4297,2018-06-09 17:15:41,MALE,NA,2018-06-09,Not_through_referral
4298,2018-06-13 19:27:20,MALE,NA,1992-10-08,Not_through_referral
4299,2018-06-16 21:22:19,MALE,NA,2000-02-08,Installed_through_referral
4300,2018-06-29 20:11:19,MALE,NA,1985-07-25,Installed_through_referral
4301,2018-07-02 12:29:47,FEMALE,NA,1998-01-16,Not_through_referral
4302,2018-06-10 16:00:50,FEMALE,NA,2018-01-21,Not_through_referral
4303,2018-06-05 21:23:03,MALE,NA,1997-08-10,Installed_through_referral
4304,2018-06-12 21:24:01,MALE,NA,2018-06-12,Installed_through_referral
4305,2018-06-14 16:22:31,MALE,NA,1991-05-18,Not_through_referral
4306,2018-06-13 17:23:01,MALE,NA,2002-08-02,Not_through_referral
4307,2018-06-18 20:59:04,MALE,NA,1994-07-16,Not_through_referral
4308,2018-06-29 14:36:43,FEMALE,NA,1997-08-15,Not_through_referral
4309,2018-06-29 14:39:36,MALE,NA,1985-11-04,Not_through_referral
4310,2018-07-13 14:09:39,MALE,NA,2018-07-13,Not_through_referral
4311,2018-08-02 12:23:23,MALE,NA,1994-10-02,Installed_through_referral
4312,2018-07-28 14:23:55,MALE,NA,1994-09-05,Not_through_referral
4313,2018-07-30 07:49:14,FEMALE,NA,1999-11-30,Not_through_referral
4314,2018-08-12 03:10:49,MALE,NA,1983-10-25,Not_through_referral
4315,2018-08-07 14:37:47,FEMALE,NA,2000-08-02,Not_through_referral
4316,2018-06-12 11:28:05,FEMALE,NA,1996-04-21,Installed_through_referral
4317,2018-06-14 18:50:06,MALE,NA,1995-10-30,Not_through_referral
4318,2018-06-29 15:38:36,MALE,NA,1996-09-03,Not_through_referral
4319,2018-06-26 20:43:18,FEMALE,NA,1997-10-18,Installed_through_referral
4320,2018-07-01 10:14:34,FEMALE,NA,2018-07-01,Not_through_referral
4321,2018-07-01 17:18:40,MALE,NA,1984-06-26,Not_through_referral
4322,2018-07-10 21:25:51,MALE,NA,1991-08-31,Not_through_referral
4323,2018-07-11 23:04:39,MALE,NA,1982-03-07,Not_through_referral
4324,2018-07-28 19:37:25,MALE,NA,1987-07-28,Not_through_referral
4325,2018-08-08 22:04:36,MALE,NA,2001-03-14,Installed_through_referral
4326,2018-06-03 15:11:02,FEMALE,NA,1991-01-17,Not_through_referral
4327,2018-06-12 11:12:07,MALE,NA,1998-07-25,Not_through_referral
4328,2018-06-16 15:46:08,FEMALE,NA,1994-06-13,Not_through_referral
4329,2018-07-01 20:37:39,NA,NA,0000-00-00,Not_through_referral
4330,2018-07-17 11:18:34,MALE,NA,1994-03-18,Not_through_referral
4331,2018-08-01 15:23:38,FEMALE,NA,1999-02-14,Installed_through_referral
4332,2018-08-13 15:23:20,FEMALE,NA,1992-12-17,Not_through_referral
4333,2018-06-02 13:13:16,MALE,NA,1994-09-26,Installed_through_referral
4334,2018-06-11 07:21:11,MALE,NA,1997-06-08,Not_through_referral
4335,2018-06-09 18:41:31,MALE,NA,2018-03-14,Not_through_referral
4336,2018-06-21 21:09:59,MALE,NA,2018-06-15,Installed_through_referral
4337,2018-07-20 19:37:37,MALE,NA,1997-09-22,Not_through_referral
4338,2018-07-12 18:23:27,MALE,NA,1995-07-16,Not_through_referral
4339,2018-06-02 21:56:26,MALE,NA,1992-12-26,Not_through_referral
4340,2018-06-12 10:20:06,MALE,NA,1998-04-04,Installed_through_referral
4341,2018-06-20 23:27:37,MALE,NA,1989-12-23,Not_through_referral
4342,2018-06-17 15:30:56,MALE,NA,1997-08-17,Not_through_referral
4343,2018-07-17 17:09:03,FEMALE,NA,1975-08-05,Not_through_referral
4344,2018-07-31 15:21:40,MALE,NA,1999-06-20,Not_through_referral
4345,2018-07-24 14:59:45,FEMALE,NA,2018-06-14,Not_through_referral
4346,2018-06-20 16:26:36,MALE,NA,1996-01-07,Installed_through_referral
4347,2018-06-18 18:55:22,MALE,NA,1993-11-04,Not_through_referral
4348,2018-06-22 17:30:07,MALE,NA,1995-06-09,Not_through_referral
4349,2018-06-22 18:37:18,MALE,NA,1998-06-22,Not_through_referral
4350,2018-06-23 20:35:28,MALE,NA,1992-04-06,Not_through_referral
4351,2018-06-30 16:03:12,FEMALE,NA,1991-10-28,Not_through_referral
4352,2018-06-25 13:51:21,FEMALE,NA,1991-09-02,Not_through_referral
4353,2018-07-07 20:07:08,MALE,NA,2018-05-17,Installed_through_referral
4354,2018-07-19 15:11:53,MALE,NA,1991-07-29,Not_through_referral
4355,2018-07-23 11:51:59,MALE,NA,1997-05-08,Not_through_referral
4356,2018-08-14 09:22:52,MALE,NA,1992-08-26,Not_through_referral
4357,2018-09-02 07:12:44,MALE,NA,1997-10-23,Not_through_referral
4358,2018-08-29 18:32:36,FEMALE,NA,1994-08-14,Not_through_referral
4359,2018-09-12 15:52:30,MALE,NA,1991-07-29,Not_through_referral
4360,2018-08-19 16:35:30,MALE,NA,1998-08-17,Not_through_referral
4361,2018-08-22 20:54:43,MALE,NA,1999-10-04,Not_through_referral
4362,2018-08-21 11:26:53,FEMALE,NA,1996-06-18,Not_through_referral
4363,2018-08-28 01:40:31,MALE,NA,1999-11-05,Not_through_referral
4364,2018-09-15 11:40:05,FEMALE,NA,2003-03-28,Not_through_referral
4365,2018-09-14 23:42:34,MALE,NA,2018-09-14,Not_through_referral
4366,2018-09-21 20:06:17,MALE,NA,1978-05-25,Not_through_referral
4367,2018-09-03 22:31:49,MALE,NA,1990-06-01,Installed_through_referral
4368,2018-09-05 01:48:20,MALE,NA,1996-12-25,Not_through_referral
4369,2018-09-29 13:49:17,NA,NA,0000-00-00,Not_through_referral
4370,2018-09-23 17:38:24,MALE,NA,1987-01-26,Not_through_referral
4371,2018-09-27 08:30:45,MALE,NA,2018-07-09,Not_through_referral
4372,2018-08-18 21:01:15,MALE,NA,1978-08-28,Not_through_referral
4373,2018-08-23 12:47:42,MALE,NA,2018-08-23,Installed_through_referral
4374,2018-08-26 19:06:11,FEMALE,NA,1998-06-08,Not_through_referral
4375,2018-08-16 16:24:34,MALE,NA,2018-08-16,Installed_through_referral
4376,2018-08-26 10:30:49,MALE,NA,2006-05-19,Not_through_referral
4377,2018-08-26 15:44:23,FEMALE,NA,1994-08-26,Not_through_referral
4378,2018-09-12 14:50:52,FEMALE,NA,2001-09-10,Not_through_referral
4379,2018-09-18 16:46:30,MALE,NA,2014-04-17,Not_through_referral
4380,2018-08-16 17:06:58,MALE,NA,1991-04-12,Not_through_referral
4381,2018-08-29 14:13:28,MALE,NA,1999-01-08,Installed_through_referral
4382,2018-09-28 20:42:51,MALE,NA,1998-09-28,Not_through_referral
4383,2018-08-16 12:26:12,MALE,NA,1991-01-19,Not_through_referral
4384,2018-08-26 13:26:03,FEMALE,NA,2000-07-27,Installed_through_referral
4385,2018-09-16 17:11:34,MALE,NA,2018-09-16,Not_through_referral
4386,2018-09-24 00:34:41,FEMALE,NA,1991-06-04,Not_through_referral
4387,2018-09-11 21:17:00,MALE,NA,2000-04-16,Not_through_referral
4388,2018-09-23 14:27:28,MALE,NA,1987-04-07,Not_through_referral
4389,2018-09-27 17:19:06,FEMALE,NA,1991-10-27,Not_through_referral
4390,2018-09-08 12:46:23,MALE,NA,2018-09-07,Installed_through_referral
4391,2018-06-06 16:44:09,MALE,NA,1992-02-04,Installed_through_referral
4392,2018-06-23 11:45:34,FEMALE,NA,1992-12-11,Installed_through_referral
4393,2018-08-10 18:54:33,MALE,NA,2018-08-10,Not_through_referral
4394,2018-06-17 18:14:13,MALE,NA,1972-10-24,Not_through_referral
4395,2018-06-20 15:16:33,FEMALE,NA,2007-12-13,Installed_through_referral
4396,2018-06-24 15:23:41,FEMALE,NA,1993-10-26,Installed_through_referral
4397,2018-07-21 15:25:13,MALE,NA,1987-02-21,Not_through_referral
4398,2018-07-30 08:01:09,NA,NA,0000-00-00,Not_through_referral
4399,2018-08-04 15:16:43,MALE,NA,1999-07-17,Not_through_referral
4400,2018-06-10 17:47:46,MALE,NA,1992-03-12,Not_through_referral
4401,2018-06-20 21:24:43,MALE,NA,1987-11-27,Not_through_referral
4402,2018-06-28 17:45:21,MALE,NA,1993-02-20,Installed_through_referral
4403,2018-06-26 20:02:04,MALE,NA,1989-05-07,Not_through_referral
4404,2018-06-28 20:07:41,MALE,NA,2018-05-13,Not_through_referral
4405,2018-08-14 17:06:22,MALE,NA,1994-12-06,Installed_through_referral
4406,2018-06-09 20:06:26,MALE,NA,1995-01-21,Installed_through_referral
4407,2018-06-14 18:27:17,MALE,NA,1988-06-14,Not_through_referral
4408,2018-06-16 14:37:55,MALE,NA,1995-06-14,Not_through_referral
4409,2018-07-10 22:50:29,FEMALE,NA,1994-01-09,Not_through_referral
4410,2018-08-03 21:05:09,MALE,NA,1999-08-13,Not_through_referral
4411,2018-08-11 11:16:41,MALE,NA,1993-09-04,Installed_through_referral
4412,2018-08-08 22:04:31,MALE,NA,1982-08-27,Not_through_referral
4413,2018-06-24 14:09:19,MALE,NA,1989-07-13,Not_through_referral
4414,2018-06-29 17:31:59,MALE,NA,1997-10-28,Installed_through_referral
4415,2018-07-02 20:41:04,MALE,NA,1984-07-03,Not_through_referral
4416,2018-07-09 08:50:45,MALE,NA,1991-03-14,Not_through_referral
4417,2018-07-15 15:33:29,MALE,NA,1996-01-21,Not_through_referral
4418,2018-08-10 11:20:48,MALE,NA,1997-01-01,Installed_through_referral
4419,2018-06-10 19:54:30,MALE,NA,2018-06-10,Installed_through_referral
4420,2018-06-16 19:20:13,MALE,NA,1989-09-18,Not_through_referral
4421,2018-07-21 21:13:51,MALE,NA,1983-05-14,Not_through_referral
4422,2018-08-09 06:06:55,MALE,NA,2018-08-09,Not_through_referral
4423,2018-08-11 14:16:25,MALE,NA,2017-11-05,Not_through_referral
4424,2018-08-06 16:04:29,MALE,NA,2004-06-14,Installed_through_referral
4425,2018-06-07 19:47:59,MALE,NA,1984-12-01,Not_through_referral
4426,2018-06-10 13:20:38,FEMALE,NA,2018-06-10,Not_through_referral
4427,2018-06-11 02:21:31,MALE,NA,2018-06-11,Installed_through_referral
4428,2018-06-13 15:15:30,FEMALE,NA,1994-12-29,Not_through_referral
4429,2018-06-27 20:51:09,NA,NA,0000-00-00,Not_through_referral
4430,2018-07-04 17:11:23,MALE,NA,1991-04-06,Not_through_referral
4431,2018-07-11 21:23:33,MALE,NA,2018-07-09,Not_through_referral
4432,2018-08-07 20:00:29,MALE,NA,1991-07-31,Not_through_referral
4433,2018-08-09 20:48:00,MALE,NA,1997-05-23,Not_through_referral
4434,2018-06-02 23:29:41,MALE,NA,1970-11-09,Not_through_referral
4435,2018-06-12 12:22:59,MALE,NA,2009-08-10,Not_through_referral
4436,2018-06-20 01:26:09,MALE,NA,2018-06-20,Not_through_referral
4437,2018-07-06 14:51:43,MALE,NA,1985-04-22,Installed_through_referral
4438,2018-07-12 15:25:51,MALE,NA,1986-02-08,Installed_through_referral
4439,2018-08-13 19:44:46,MALE,NA,1985-12-01,Not_through_referral
4440,2018-06-20 18:44:30,MALE,NA,2018-06-20,Not_through_referral
4441,2018-06-14 07:47:47,MALE,NA,1998-08-26,Installed_through_referral
4442,2018-06-26 07:38:05,NA,NA,0000-00-00,Not_through_referral
4443,2018-07-12 12:15:16,NA,NA,0000-00-00,Not_through_referral
4444,2018-07-21 18:19:48,MALE,NA,1985-07-21,Not_through_referral
4445,2018-07-29 18:27:27,MALE,NA,1997-08-26,Installed_through_referral
4446,2018-07-29 13:11:06,MALE,NA,2000-03-10,Installed_through_referral
4447,2018-06-02 19:55:42,MALE,NA,1997-03-01,Installed_through_referral
4448,2018-06-03 19:24:29,MALE,NA,1990-09-11,Installed_through_referral
4449,2018-06-09 18:58:47,MALE,NA,1977-02-23,Installed_through_referral
4450,2018-06-11 18:58:39,FEMALE,NA,1993-10-10,Not_through_referral
4451,2018-06-21 18:49:06,MALE,NA,1988-09-02,Not_through_referral
4452,2018-06-29 11:19:22,MALE,NA,1987-06-10,Installed_through_referral
4453,2018-07-14 17:40:52,MALE,NA,1990-10-14,Not_through_referral
4454,2018-07-29 22:38:17,MALE,NA,1988-11-12,Not_through_referral
4455,2018-08-08 13:07:11,MALE,NA,1997-08-08,Not_through_referral
4456,2018-08-04 21:04:10,MALE,NA,1984-07-20,Installed_through_referral
4457,2018-09-08 16:54:19,MALE,NA,1992-07-10,Not_through_referral
4458,2018-08-17 11:00:55,FEMALE,NA,1987-12-31,Installed_through_referral
4459,2018-09-24 13:50:12,MALE,NA,1985-08-25,Not_through_referral
4460,2018-08-24 11:55:01,MALE,NA,2000-08-01,Not_through_referral
4461,2018-08-15 12:41:19,MALE,NA,1999-08-24,Installed_through_referral
4462,2018-08-24 13:48:32,FEMALE,NA,1999-07-02,Installed_through_referral
4463,2018-08-21 15:30:22,MALE,NA,1996-09-26,Installed_through_referral
4464,2018-08-25 17:01:03,FEMALE,NA,1997-04-08,Installed_through_referral
4465,2018-09-05 19:03:07,MALE,NA,1996-04-09,Installed_through_referral
4466,2018-09-08 21:22:09,MALE,NA,1990-04-12,Not_through_referral
4467,2018-09-26 23:01:38,NA,NA,0000-00-00,Not_through_referral
4468,2018-09-20 20:11:45,MALE,NA,1990-11-20,Not_through_referral
4469,2018-08-21 14:50:44,FEMALE,NA,1999-09-01,Installed_through_referral
4470,2018-08-20 22:20:48,NA,NA,0000-00-00,Not_through_referral
4471,2018-08-27 18:06:23,NA,NA,0000-00-00,Not_through_referral
4472,2018-09-02 18:44:49,FEMALE,NA,1997-05-02,Installed_through_referral
4473,2018-09-16 00:52:26,MALE,NA,1996-11-15,Not_through_referral
4474,2018-09-26 18:45:38,MALE,NA,1975-07-27,Not_through_referral
4475,2018-09-29 16:33:23,NA,NA,0000-00-00,Not_through_referral
4476,2018-08-20 22:01:49,MALE,NA,1987-04-11,Not_through_referral
4477,2018-08-18 14:52:10,MALE,NA,2018-08-09,Installed_through_referral
4478,2018-08-20 22:26:42,MALE,NA,2018-08-20,Installed_through_referral
4479,2018-09-09 23:11:56,MALE,NA,1995-08-09,Not_through_referral
4480,2018-06-05 22:17:06,MALE,NA,1995-11-22,Not_through_referral
4481,2018-06-06 16:40:52,MALE,NA,2018-06-06,Not_through_referral
4482,2018-06-20 12:00:40,MALE,NA,1996-07-07,Not_through_referral
4483,2018-06-21 01:21:29,MALE,NA,1994-06-21,Installed_through_referral
4484,2018-06-28 14:02:09,MALE,NA,2018-06-28,Not_through_referral
4485,2018-07-19 14:50:38,MALE,NA,1996-01-31,Installed_through_referral
4486,2018-07-31 22:15:55,MALE,NA,1991-10-20,Not_through_referral
4487,2018-08-09 22:51:55,MALE,NA,1994-08-09,Installed_through_referral
4488,2018-08-14 18:54:32,FEMALE,NA,1997-06-23,Not_through_referral
4489,2018-06-06 21:18:18,MALE,NA,1998-02-03,Not_through_referral
4490,2018-06-04 09:03:46,MALE,NA,1973-07-25,Installed_through_referral
4491,2018-06-15 23:54:47,MALE,NA,2017-07-29,Not_through_referral
4492,2018-06-19 20:48:27,MALE,NA,2010-12-28,Installed_through_referral
4493,2018-06-18 13:56:46,MALE,NA,1988-12-15,Installed_through_referral
4494,2018-07-03 17:39:37,MALE,NA,1985-10-15,Not_through_referral
4495,2018-07-11 19:20:43,MALE,NA,1992-03-11,Not_through_referral
4496,2018-06-25 12:29:04,MALE,NA,2012-06-30,Installed_through_referral
4497,2018-06-23 08:08:25,MALE,NA,1999-09-15,Not_through_referral
4498,2018-07-09 16:46:07,FEMALE,NA,1990-08-08,Installed_through_referral
4499,2018-07-02 17:50:16,MALE,NA,2003-02-01,Not_through_referral
4500,2018-07-12 22:11:48,MALE,NA,1994-09-13,Not_through_referral
4501,2018-07-13 16:30:51,MALE,NA,2018-07-13,Installed_through_referral
4502,2018-07-18 07:26:21,MALE,NA,2018-07-18,Installed_through_referral
4503,2018-08-06 18:40:14,FEMALE,NA,1999-11-15,Not_through_referral
4504,2018-06-08 18:17:10,MALE,NA,1975-05-02,Not_through_referral
4505,2018-06-19 18:25:56,MALE,NA,1998-05-28,Not_through_referral
4506,2018-06-20 17:23:21,FEMALE,NA,2018-04-19,Not_through_referral
4507,2018-07-04 21:14:37,MALE,NA,1990-10-25,Not_through_referral
4508,2018-07-21 18:52:02,MALE,NA,1998-07-25,Not_through_referral
4509,2018-07-20 19:49:02,MALE,NA,2002-01-02,Not_through_referral
4510,2018-07-31 12:43:21,FEMALE,NA,1998-06-09,Not_through_referral
4511,2018-08-02 14:51:54,MALE,NA,1994-01-17,Not_through_referral
4512,2018-07-28 16:30:48,FEMALE,NA,1994-07-08,Installed_through_referral
4513,2018-07-28 20:20:48,FEMALE,NA,1993-10-06,Not_through_referral
4514,2018-08-12 17:44:01,MALE,NA,2000-08-06,Installed_through_referral
4515,2018-08-12 22:02:37,MALE,NA,1979-03-24,Installed_through_referral
4516,2018-08-06 10:00:09,FEMALE,NA,2018-08-06,Not_through_referral
4517,2018-06-08 12:25:40,MALE,NA,1994-06-23,Installed_through_referral
4518,2018-07-11 16:23:05,MALE,NA,2018-07-11,Not_through_referral
4519,2018-07-14 23:08:56,MALE,NA,1997-12-17,Not_through_referral
4520,2018-07-17 19:45:39,MALE,NA,2018-07-17,Installed_through_referral
4521,2018-08-04 20:38:08,FEMALE,NA,1985-09-30,Installed_through_referral
4522,2018-08-09 11:53:24,MALE,NA,2010-10-14,Not_through_referral
4523,2018-06-10 18:53:01,MALE,NA,1982-12-19,Not_through_referral
4524,2018-06-18 11:42:07,MALE,NA,1987-05-21,Not_through_referral
4525,2018-06-29 17:41:09,FEMALE,NA,1974-12-23,Not_through_referral
4526,2018-06-22 17:43:32,FEMALE,NA,1996-08-13,Installed_through_referral
4527,2018-06-28 20:11:21,MALE,NA,1992-11-28,Not_through_referral
4528,2018-07-02 19:37:44,MALE,NA,1983-05-12,Not_through_referral
4529,2018-07-22 18:19:39,FEMALE,NA,1989-08-24,Not_through_referral
4530,2018-08-02 15:31:43,MALE,NA,2017-09-09,Not_through_referral
4531,2018-08-06 16:16:23,FEMALE,NA,1996-10-13,Not_through_referral
4532,2018-06-08 18:27:52,MALE,NA,1998-03-02,Not_through_referral
4533,2018-06-19 18:49:48,MALE,NA,2018-06-19,Not_through_referral
4534,2018-06-26 15:06:02,MALE,NA,2018-06-11,Not_through_referral
4535,2018-08-01 13:34:33,FEMALE,NA,1980-08-22,Not_through_referral
4536,2018-08-14 01:01:28,FEMALE,NA,1994-12-23,Not_through_referral
4537,2018-06-08 16:24:49,MALE,NA,1988-03-24,Not_through_referral
4538,2018-06-28 17:19:33,FEMALE,NA,2018-06-28,Not_through_referral
4539,2018-06-26 16:17:52,MALE,NA,1990-08-03,Not_through_referral
4540,2018-07-11 16:14:37,MALE,NA,1998-09-29,Not_through_referral
4541,2018-07-01 14:24:08,NA,NA,0000-00-00,Not_through_referral
4542,2018-07-15 20:53:35,MALE,NA,1993-10-06,Installed_through_referral
4543,2018-06-02 10:24:16,MALE,NA,1994-06-02,Installed_through_referral
4544,2018-06-12 16:31:16,MALE,NA,1989-06-24,Not_through_referral
4545,2018-06-19 14:06:37,MALE,NA,1998-10-11,Installed_through_referral
4546,2018-06-15 16:53:20,FEMALE,NA,1991-04-20,Not_through_referral
4547,2018-06-23 19:37:20,MALE,NA,1965-09-20,Not_through_referral
4548,2018-07-02 16:25:33,MALE,NA,1967-07-02,Installed_through_referral
4549,2018-07-01 16:21:39,FEMALE,NA,1990-12-31,Not_through_referral
4550,2018-07-15 10:38:57,FEMALE,NA,2000-08-23,Not_through_referral
4551,2018-07-18 17:51:04,MALE,NA,2000-02-29,Installed_through_referral
4552,2018-06-09 18:58:49,MALE,NA,1988-09-25,Not_through_referral
4553,2018-06-25 12:50:01,MALE,NA,1987-01-18,Not_through_referral
4554,2018-06-23 17:20:42,MALE,NA,2006-08-10,Not_through_referral
4555,2018-07-09 20:29:23,MALE,NA,1995-03-10,Not_through_referral
4556,2018-07-25 19:25:07,MALE,NA,1990-03-16,Not_through_referral
4557,2018-08-10 19:11:55,FEMALE,NA,1985-03-07,Not_through_referral
4558,2018-08-16 01:51:58,MALE,NA,1997-04-25,Not_through_referral
4559,2018-08-24 20:36:59,FEMALE,NA,1981-10-18,Not_through_referral
4560,2018-08-17 19:23:50,NA,NA,0000-00-00,Not_through_referral
4561,2018-09-05 18:25:54,FEMALE,NA,1998-05-30,Not_through_referral
4562,2018-09-02 03:24:14,FEMALE,NA,1999-02-11,Installed_through_referral
4563,2018-08-27 17:10:33,MALE,NA,1993-06-27,Installed_through_referral
4564,2018-09-10 17:05:41,MALE,NA,1963-09-10,Not_through_referral
4565,2018-08-31 16:16:45,MALE,NA,1989-11-12,Installed_through_referral
4566,2018-08-31 16:51:16,FEMALE,NA,2018-08-31,Installed_through_referral
4567,2018-09-06 23:02:32,NA,NA,0000-00-00,Installed_through_referral
4568,2018-08-25 15:59:03,MALE,NA,1995-06-23,Not_through_referral
4569,2018-08-27 22:32:42,MALE,NA,1999-02-17,Not_through_referral
4570,2018-08-15 21:20:39,FEMALE,NA,2015-01-07,Not_through_referral
4571,2018-09-17 19:44:32,MALE,NA,1992-01-29,Not_through_referral
4572,2018-09-20 20:06:18,MALE,NA,1986-06-25,Not_through_referral
4573,2018-08-20 23:40:25,FEMALE,NA,1999-11-09,Not_through_referral
4574,2018-08-24 17:43:47,MALE,NA,2018-06-12,Not_through_referral
4575,2018-08-20 14:10:13,FEMALE,NA,1997-04-16,Not_through_referral
4576,2018-08-26 07:18:00,MALE,NA,1991-04-08,Not_through_referral
4577,2018-08-27 20:15:56,MALE,NA,1980-08-22,Installed_through_referral
4578,2018-09-09 16:42:58,MALE,NA,1998-04-06,Installed_through_referral
4579,2018-09-24 15:34:57,MALE,NA,1996-02-24,Installed_through_referral
